trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,z_score
2019-03-25 03:18:32,4992346398065154184,"fraud_Schmeler, Bashirian and Price",shopping_net,1445.55,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,20ed866fb3783401c14441f17366dc0a,1332645512,41.252861,-90.187116,0,61238,8.578049812092639
2019-03-25 04:12:23,30360260465747,fraud_McDermott-Rice,misc_pos,576.72,Jennifer,Garcia,F,28777 Stewart Plains Apt. 495,Putnam,IL,61560,41.1949,-89.4409,754,"Presenter, broadcasting",1962-05-13,bdf51bf821a7d77b18dc33c313843049,1332648743,41.689154,-89.58901999999999,0,61042,3.158567096940862
2019-03-25 04:13:12,6011999606625827,"fraud_Rodriguez, Yost and Jenkins",misc_net,754.16,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,dc6d40177c77d80ead1bcb31be8bb17a,1332648792,41.796618,-73.438231,0,6754,4.2653808729114555
2019-03-25 05:18:44,4428780983793657331,fraud_Jast-McDermott,shopping_pos,753.13,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,fc87bfb3faa6042e2383fe81a16ed571,1332652724,42.963499,-87.978241,0,53220,4.2589560634589665
2019-03-25 06:31:57,4471568287204,fraud_Zemlak Group,misc_net,733.86,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,17f4870f1ce1bc5e39b3f905d62683c2,1332657117,36.218626,-78.841674,0,27503,4.138755987585695
2019-03-25 07:09:27,30427035050508,fraud_Hermann-Gaylord,misc_pos,570.02,John,Chandler,M,88325 Brandon Greens Apt. 477,Detroit,MI,48202,42.377,-83.0796,673342,Broadcast presenter,1969-11-20,c2dde908cdd3acbe649310c4d2d908a7,1332659367,41.480985,-82.77377800000001,0,43440,3.1167746471042808
2019-03-25 07:30:03,676173792455,fraud_Dare-Marvin,entertainment,647.16,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,006c00bfed1609518f21efd8fea33e08,1332660603,34.71604,-118.324065,0,93551,3.597949211342173
2019-03-25 08:01:26,6524376634971418,fraud_Spencer-Runolfsson,misc_pos,577.48,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,b3208cdd49b7c943c299e6a2355596a6,1332662486,33.965351,-88.516604,0,38821,3.1633077330417283
2019-03-25 08:24:57,370348764075623,"fraud_Ruecker, Beer and Collier",shopping_net,1335.17,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",1951-09-03,462e10e702b547238b87c854868a60fb,1332663897,30.215108,-89.765406,0,70461,7.889534795232662
2019-03-25 09:04:04,4585132874641,"fraud_Labadie, Treutel and Bode",shopping_net,955.52,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,a3864c94fa5e77e958acc7675204d51f,1332666244,38.964884000000005,-94.48916,1,64138,5.521399932477725
2019-03-25 09:54:18,4708992452821239,"fraud_Gottlieb, Considine and Schultz",shopping_net,652.94,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,881a88feba1619f676248fa6c7b395b1,1332669258,36.741148,-92.25416,0,65637,3.634002996425075
2019-03-25 10:51:33,2383461948823908,fraud_Beier-Hyatt,shopping_pos,739.77,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,16ac80854f544ee0a77a51dae745d55b,1332672693,43.305647,-71.275388,0,3218,4.175620670949008
2019-03-25 12:11:33,30026790933302,"fraud_McLaughlin, Armstrong and Koepp",travel,553.96,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,ca1118bc1af1d1b2dccd2de808db9dc6,1332677493,33.511304,-90.733587,0,38773,3.0165975210780878
2019-03-25 12:52:38,4149238353975790,fraud_Turner LLC,travel,567.83,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,9ea70b9ef1104b200d087f8cbb7c5d66,1332679958,39.924021,-80.620225,0,26036,3.103114129918891
2019-03-25 14:19:40,30030380240193,fraud_Bednar Inc,travel,638.78,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,3b231c53e5b10c62a9b959ae448b4254,1332685180,30.061016,-98.533013,0,78606,3.545677460651046
2019-03-25 14:53:33,4792627764422477317,"fraud_Schmeler, Bashirian and Price",shopping_net,661.59,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,6547d5b31cfcff80c3cfbe4eaf33f221,1332687213,39.800633000000005,-95.100962,0,66087,3.687958920467825
2019-03-25 14:54:11,213153151785052,"fraud_Zboncak, Rowe and Murazik",shopping_net,623.71,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,f7190bd76187ced33197f66fd1b2e9c1,1332687251,46.232283,-90.205022,0,54547,3.451675636914139
2019-03-25 16:27:51,3559160581764413,fraud_Breitenberg LLC,travel,565.06,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,3a5248a54d4007c7e2a6eae090d1246d,1332692871,43.009241,-79.426292,0,-1,3.08583575886705
2019-03-25 17:10:29,5301645381939419,fraud_Mohr-Bayer,shopping_net,1162.35,Joe,Allen,M,368 Rollins Fort Apt. 076,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,1938-08-07,8c0c28cf14f4e4216deda3220146981c,1332695429,40.157469,-103.745416,1,80701,6.811539096612068
2019-03-25 17:38:55,372509258176510,fraud_Tillman LLC,travel,10469.09,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,37d46917137e98e2299a80603c270008,1332697135,42.192907,-84.09466,0,48158,64.86399649841869
2019-03-25 19:49:18,30434173205605,"fraud_Champlin, Rolfson and Connelly",travel,3597.74,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,8bb56a64c6c6b500139da1d3aaeee5e6,1332704958,44.483781,-122.986883,0,97389,22.00272035146455
2019-03-25 20:28:51,4951647200979051,fraud_Kihn Inc,shopping_pos,1517.3,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,345d1a79c187adcf610dc9f0bd4c96ad,1332707331,38.792309,-88.06836,0,62425,9.025603286088863
2019-03-25 20:47:55,4102003771126577611,fraud_Fritsch LLC,travel,8160.1,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,13ba3c245f6ac0c34f9296f39b723487,1332708475,32.952369,-97.824672,0,76487,50.461257879289164
2019-03-25 21:05:35,3512365128314616,fraud_Hills-Witting,shopping_net,1894.64,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,e7671b3e597b729846ce9a136e430283,1332709535,38.406484000000006,-91.314064,0,63037,11.3793291101688
2019-03-25 22:07:17,2706977570537524,fraud_Romaguera and Sons,travel,566.38,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,8c00fed7a3af3408ae325993cf0bbb52,1332713237,39.468042,-81.47197299999999,0,45750,3.094069495252765
2019-03-25 22:19:01,5301645381939419,fraud_Heathcote LLC,shopping_net,932.41,Joe,Allen,M,368 Rollins Fort Apt. 076,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,1938-08-07,10867f773da784ca129f9096e4193f3b,1332713941,39.97618,-105.346222,1,80302,5.37724716893692
2019-03-25 22:39:27,676195318214,"fraud_Boehm, Block and Jakubowski",misc_pos,1293.97,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,8d0d300f58024f4025b846581dcbb45e,1332715167,28.865622,-96.530409,0,77971,7.632542417133088
2019-03-25 22:40:32,371683116218417,fraud_Kuhic LLC,shopping_net,951.47,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,a9c87e55c3e3e7de24bb9f5653c51913,1332715232,41.503611,-73.959436,1,12508,5.496137332203374
2019-03-25 22:56:04,371683116218417,fraud_Block-Parisian,misc_net,730.3,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,ce5e83b5f6645ed64c6430def2865ff1,1332716164,40.87364,-74.457136,1,7046,4.1165498500605855
2019-03-25 23:00:07,3523898249167098,"fraud_Labadie, Treutel and Bode",shopping_net,756.11,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,ee90e16b023f7711137864c9668627cf,1332716407,40.822156,-73.93561600000001,0,10030,4.277544347117625
2019-03-25 23:01:04,371683116218417,"fraud_Reichert, Shanahan and Hayes",shopping_net,858.93,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,50ec5d3526d1e4a261933361fa099ee1,1332716464,39.660515,-73.545203,1,-1,4.9189025101321455
2019-03-25 23:05:27,371683116218417,fraud_Mohr Inc,shopping_pos,866.89,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,006c3f03abfc2f1df27d9c73614c97de,1332716727,40.160211,-73.375803,1,-1,4.968554435609636
2019-03-25 23:26:51,5301645381939419,fraud_Kuhic LLC,shopping_net,797.05,Joe,Allen,M,368 Rollins Fort Apt. 076,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,1938-08-07,39ea96dcd7954e1742a02a6e08e83a99,1332718011,39.335248,-104.862568,1,80104,4.532914928656377
2019-03-25 23:38:14,4179719215697782,"fraud_Swaniawski, Lowe and Robel",shopping_pos,682.01,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",1982-12-27,c2fa51d47664b62058f0935750a75bdd,1332718694,43.882738,-93.297291,0,56026,3.8153323272831967
2019-03-25 23:53:41,4601636330889,"fraud_Zboncak, Rowe and Murazik",shopping_net,2754.14,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990-12-18,b2b3c8ddfd94480f019aa6025c4c8ac3,1332719621,30.165053000000004,-94.694188,0,77564,16.740614279503365
2019-03-26 00:09:31,4585132874641,fraud_Durgan-Auer,misc_net,758.05,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,89a9f1a88bfdc1c9cf2663a189a802fc,1332720571,39.150604,-93.533641,1,64096,4.289645444532993
2019-03-26 08:19:53,213161293389774,"fraud_Towne, Greenholt and Koepp",shopping_net,840.79,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,1b8a6e77f98d380042ef280071c82f78,1332749993,42.716998,-78.059416,0,14530,4.805751011619371
2019-03-26 08:52:00,3501365119557234,"fraud_Willms, Kris and Bergnaum",shopping_pos,605.26,Danielle,Allen,F,87198 Macias Drive Suite 389,Loving,NM,88256,32.274,-104.0914,1925,Educational psychologist,1952-05-26,e7bbfcbd674547fc2c6d2de19d145baf,1332751920,32.792729,-103.647146,0,88264,3.336590457886538
2019-03-26 12:49:32,4956828990005111019,fraud_Veum-Koelpin,travel,2343.65,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,b30a3eb93a55ebb1593ced019a1bf337,1332766172,40.85115,-74.078231,0,7075,14.180109393918555
2019-03-26 15:26:08,30442439074871,"fraud_Hodkiewicz, Prohaska and Paucek",travel,1360.59,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1981-06-22,aa90a243e8dd7a63abdbdf1135029e0a,1332775568,40.75627,-76.429753,0,17840,8.048096597448467
2019-03-26 16:29:40,371683116218417,fraud_Ankunding LLC,shopping_net,1051.21,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,1b532a60c37779f34709a21c8b294f53,1332779380,41.528011,-75.087735,1,12764,6.118283443651227
2019-03-26 17:32:56,4906628655840914250,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,2618.49,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,6f1780e7e3dc3710dd8bce4c90e50ef5,1332783176,25.292826,-82.367334,0,-1,15.894473112289596
2019-03-26 18:39:37,36913587729122,fraud_Gislason Group,travel,775.07,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,cba35f031a433a4a8ed1ea8cdf6c7966,1332787177,43.001482,-116.788921,0,-1,4.39581074247607
2019-03-26 18:44:36,370818583810103,fraud_Gerlach Inc,shopping_net,3523.52,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,1976-01-10,f6ea70447ffffba79890f601998771f4,1332787476,39.384807,-78.819615,0,26757,21.539759810140513
2019-03-26 20:49:03,2266735643685262,"fraud_Bins, Balistreri and Beatty",shopping_pos,726.94,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,4f855c8cc6a5a8205c37f8ba617a3aba,1332794943,34.906934,-86.749201,0,35773,4.095591248351495
2019-03-26 21:38:47,6538891242532018,"fraud_Quitzon, Green and Bashirian",shopping_pos,562.57,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,7590b2e4e5e920ce5c24c03166a64c4a,1332797927,36.919876,-90.115846,0,63960,3.0703039379576347
2019-03-26 21:43:04,630425673344,fraud_Tromp Group,travel,1623.36,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1970-03-14,d438e2e586def046df07ada749317e1c,1332798184,39.330151,-79.309246,0,26720,9.687171529322864
2019-03-26 23:04:40,4755696071492,fraud_McGlynn-Jaskolski,misc_pos,687.39,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,73819269a15d0890ed8a07eb64c9ecdc,1332803080,32.665121,-96.7242,0,75241,3.8488910407340633
2019-03-26 23:13:50,371683116218417,"fraud_Quitzon, Green and Bashirian",shopping_pos,1057.1,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,050dc283c2f93d6adca0a24611f54dfc,1332803630,40.792859,-74.426649,1,7981,6.155023373432937
2019-03-26 23:21:48,371683116218417,fraud_Fisher Inc,shopping_net,1034.07,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,364916c8f7b79d7b8f93f248d765b52d,1332804108,40.686187,-73.858278,1,11421,6.011369624218539
2019-03-27 07:45:52,4092452671396169678,fraud_Hills-Witting,shopping_net,761.54,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,38a5bf2c5b53cf75daf6a4417d1f2305,1332834352,33.444467,-78.699215,0,-1,4.311414944522496
2019-03-27 15:04:21,213186334552049,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,735.48,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972-09-13,801d7e36a0a2ac3f0e8cec1331b33d34,1332860661,42.413967,-80.062714,0,-1,4.148861027695435
2019-03-27 15:46:52,6011679934075347,"fraud_Weimann, Kuhic and Beahan",shopping_pos,552.54,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,1974-04-16,ec2db27e70d87931e7998d749330444d,1332863212,41.885197,-106.609578,0,82327,3.007740016784364
2019-03-27 17:26:22,38530489946071,"fraud_Swaniawski, Lowe and Robel",shopping_pos,1878.67,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,e850caa2f0acc36c62fd9e7aa0c2c8db,1332869182,34.510421,-81.769915,0,29325,11.279713375259814
2019-03-27 17:42:13,4003771737807706,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,850.83,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,ccdf0bac8bafc0db422b1eb50e599f46,1332870133,35.329671999999995,-90.635398,1,72373,4.868377309583443
2019-03-27 18:09:33,3591919803438423,fraud_McCullough LLC,misc_pos,710.47,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,55e3a6983484c728b6647efce4acb0ee,1332871773,27.774208,-80.02813,0,-1,3.992856673902466
2019-03-27 18:26:18,3576431665303017,fraud_Kozey-Boehm,shopping_net,740.77,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,e5455815e0af7ad93add729f563d7a8a,1332872778,33.466334,-111.061923,0,-1,4.181858350029095
2019-03-27 20:17:11,4560395181594436016,"fraud_Daugherty, Pouros and Beahan",shopping_pos,1637.44,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,92646f07b50caaa4e722fcb1b0e2d106,1332879431,39.566337,-122.66508600000002,0,95939,9.774998050770487
2019-03-27 20:19:41,6538891242532018,fraud_Jast-McDermott,shopping_pos,1197.32,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,32be10990cc0d1f30d706af17955cea4,1332879581,36.378521,-91.52758,0,72542,7.0296707340427025
2019-03-27 20:55:29,4003771737807706,fraud_Lemke-Gutmann,shopping_net,1142.62,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,4d420dd357bbceedbc0951b13d166fce,1332881729,34.87886,-90.700243,1,72320,6.688469688361956
2019-03-27 23:12:03,375904527651269,fraud_Predovic Inc,shopping_net,1011.94,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,6a7999d3d6b61fcbd52133714cdb1afe,1332889923,40.896805,-97.782589,1,68319,5.87332978617622
2019-03-27 23:25:32,4003771737807706,fraud_Kuhn LLC,misc_net,821.02,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,f0ae809cbf8871a8c53e8eac57360a01,1332890732,34.287567,-91.18158,1,72140,4.682432096206057
2019-03-28 09:16:31,6595970453799027,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,618.78,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,467d3822a2a2cef332e818e3b2929e23,1332926191,41.21905,-75.46646199999999,0,18424,3.420923879049311
2019-03-28 11:51:28,4474324669797121,"fraud_Herman, Treutel and Dickens",misc_net,749.6,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,81b93d8599fe574cb420313c5ceeb7f9,1332935488,37.13842,-119.756403,0,93614,4.23693705630626
2019-03-28 13:07:12,567868110212,"fraud_Reichert, Huels and Hoppe",shopping_net,786.39,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,bf9218f9b9d691134024c94212a6458d,1332940032,28.954756,-94.82559,0,-1,4.466421269662652
2019-03-28 13:46:25,4003771737807706,fraud_Lesch Ltd,shopping_pos,823.05,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,d57648a57d97af8e9192e4f9ae909e18,1332942385,34.590318,-91.996352,1,72046,4.695094584738633
2019-03-28 14:04:23,4223708906367574214,"fraud_McLaughlin, Armstrong and Koepp",travel,593.4,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,2bc5676d4f6e7570565e936a4c09b7aa,1332943463,39.301582,-84.1807,0,45039,3.262611583996709
2019-03-28 16:53:47,630451534402,fraud_Ankunding-Carroll,travel,14630.68,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,c3fd5aeb603b150ce5c05c7ee38ada97,1332953627,46.944452000000005,-85.746696,0,-1,90.82265938131692
2019-03-28 17:41:49,30030380240193,fraud_Breitenberg LLC,travel,569.73,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,88db166e7820cd5d2711a6cbe135aec8,1332956509,30.263364000000003,-99.005345,0,78624,3.114965720171056
2019-03-28 18:50:17,581686439828,fraud_Botsford Ltd,shopping_pos,576.14,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,de9f4f42214c3bf0b9aee74695cfcb1c,1332960617,41.978039,-79.931527,0,16441,3.1549492430744115
2019-03-28 19:37:42,38295635583927,fraud_Mohr Inc,shopping_pos,571.72,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,9d8bb9e2d0f9b0675746d378af20fe7c,1332963462,33.707405,-99.967692,0,-1,3.1273787015404286
2019-03-28 19:47:09,581686439828,fraud_Auer-West,shopping_net,552.66,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,0dc78b41bc68f8b8f412e649bad06286,1332964029,41.662687,-79.376002,0,16351,3.0084885382739746
2019-03-28 21:04:08,6011492816282597,fraud_Lynch Ltd,shopping_pos,1365.97,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,448f97ce8ced6843c87e8bba22125cdc,1332968648,32.793862,-93.322231,0,71018,8.081655310899334
2019-03-28 22:02:30,375904527651269,"fraud_Gottlieb, Considine and Schultz",shopping_net,1045.91,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,097eb6a1a35c56d95361b32a223473e0,1332972150,40.32476,-97.717831,1,68326,6.085223744526767
2019-03-28 22:35:57,375904527651269,fraud_Cruickshank-Mills,entertainment,621.8,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,897b81bd8dc81b0f303a548d8ae8f93c,1332974157,39.964514,-98.007375,1,66970,3.4397616698711726
2019-03-28 22:56:46,4003771737807706,fraud_Jast Ltd,shopping_net,1126.82,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,9bfb781843c9bee37259f86cd9195fc2,1332975406,35.35945,-91.384708,1,72020,6.589914358896586
2019-03-28 23:06:44,503874407318,fraud_Spencer-Runolfsson,misc_pos,912.11,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,672aac7c902dee84400923a9fb32e17d,1332976004,28.783295000000003,-99.402227,0,-1,5.250622283611159
2019-03-28 23:39:44,4003771737807706,"fraud_Reichert, Rowe and Mraz",shopping_net,908.46,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,ecd972e4bcfa1d17e679c6e6554299e2,1332977984,35.798337,-90.43103,1,72437,5.227854754968843
2019-03-29 04:33:32,341546199006537,fraud_Lesch Ltd,shopping_pos,844.82,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,e4417bc2a7cf01055b5e39f25ea8d95e,1332995612,65.553719,-164.989987,0,-1,4.830888858312122
2019-03-29 07:31:00,4689147265057948423,fraud_Medhurst PLC,shopping_net,579.11,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,6a917bb47557c9d4b3f0376aa729d2f0,1333006260,41.140819,-95.756595,0,51503,3.1734751499422695
2019-03-29 11:30:58,3567879740649740,fraud_Koelpin and Sons,misc_net,620.98,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,8f95586325f9c2a66e959409c7596a58,1333020658,43.746482,-76.38554599999999,0,-1,3.434646773025502
2019-03-29 13:57:36,345933964507467,fraud_Terry-Huel,shopping_net,553.59,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,cee7cbbfbd544532c168e75fc8bd9189,1333029456,39.198841,-74.981865,0,8314,3.0142895798184557
2019-03-29 14:12:09,180048185037117,"fraud_Okuneva, Schneider and Rau",shopping_pos,822.56,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,c8bdc2a65a1aeabcaaada088401ddb79,1333030329,40.253076,-75.179886,0,18976,4.692038121989389
2019-03-29 15:03:59,4956828990005111019,fraud_Price Inc,shopping_net,906.9,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,7f109ceb8b1590b223a7f4b8e1cea654,1333033439,41.50325,-74.67214799999999,0,12777,5.218123975603907
2019-03-29 16:03:23,6011652924285713,fraud_Mohr Inc,shopping_pos,671.05,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,be257b89f57809beb788c8bb879dac0c,1333037003,38.375236,-93.297251,0,65338,3.7469673645654455
